transaction_id,event_type,event_time,processing_ms,ingestion_time
TXN00000035,CAPTURED,2025-01-01 01:48:13.348912603,117,2025-01-01 01:54:34.348912603
TXN00000035,SETTLED,2025-01-02 01:48:13.505245936,117,2025-01-02 01:51:01.505245936
TXN00000036,CREATED,2025-01-01 01:53:54.247234378,110,2025-01-01 02:02:33.247234378
TXN00000036,AUTHORIZED,2025-01-01 01:53:54.394234378,110,2025-01-01 02:01:19.394234378
TXN00000036,CAPTURED,2025-01-01 01:53:54.541234378,110,2025-01-01 02:08:47.541234378
TXN00000036,SETTLED,2025-01-03 01:53:54.688234378,110,2025-01-06 01:53:54.688234378
TXN00000037,CREATED,2025-01-01 01:55:14.664798290,78,2025-01-01 01:58:16.664798290
TXN00000037,AUTHORIZED,2025-01-01 01:55:14.769464957,78,2025-01-01 02:09:50.769464957
TXN00000037,CAPTURED,2025-01-01 01:55:14.874131623,78,2025-01-01 02:06:29.874131623
TXN00000037,SETTLED,2025-01-02 01:55:14.978798290,78,2025-01-02 02:02:17.978798290
TXN00000038,CREATED,2025-01-01 01:55:43.370780372,96,2025-01-01 02:00:59.370780372
TXN00000038,AUTHORIZED,2025-01-01 01:55:43.498113705,96,2025-01-01 01:56:24.498113705
TXN00000038,CAPTURED,2025-01-01 01:55:43.625447039,96,2025-01-01 02:06:42.625447039
TXN00000038,SETTLED,2025-01-03 01:55:43.752780372,96,2025-01-03 01:56:35.752780372
TXN00000039,CREATED,2025-01-01 01:56:27.491807411,58,2025-01-01 02:04:22.491807411
TXN00000039,AUTHORIZED,2025-01-01 01:56:27.569140744,58,2025-01-01 02:07:46.569140744
TXN00000039,CAPTURED,2025-01-01 01:56:27.646474078,58,2025-01-01 01:56:58.646474078
TXN00000039,SETTLED,2025-01-03 01:56:27.723807411,58,2025-01-03 01:59:27.723807411
TXN00000040,CREATED,2025-01-01 01:56:30.392145098,115,2025-01-01 02:11:23.392145098
TXN00000040,AUTHORIZED,2025-01-01 01:56:30.545145098,115,2025-01-01 02:10:56.545145098
TXN00000040,CAPTURED,2025-01-01 01:56:30.698145098,115,2025-01-01 01:59:28.698145098
TXN00000040,SETTLED,2025-01-03 01:56:30.851145098,115,2025-01-03 01:59:00.851145098
TXN00000041,CREATED,2025-01-01 01:56:35.776585625,33,2025-01-01 01:59:30.776585625
TXN00000041,AUTHORIZED,2025-01-01 01:56:35.820585625,33,2025-01-01 01:58:51.820585625
TXN00000041,CAPTURED,2025-01-01 01:56:35.864585625,33,2025-01-01 02:00:25.864585625
TXN00000041,SETTLED,2025-01-02 01:56:35.908585625,33,2025-01-02 02:01:06.908585625
TXN00000042,CREATED,2025-01-01 02:00:21.280283885,112,2025-01-01 02:13:47.280283885
TXN00000042,AUTHORIZED,2025-01-01 02:00:21.429950552,112,2025-01-01 02:15:05.429950552
TXN00000042,CAPTURED,2025-01-01 02:00:21.579617218,112,2025-01-01 02:08:32.579617218
TXN00000042,SETTLED,2025-01-02 02:00:21.729283885,112,2025-01-02 02:04:43.729283885
TXN00000043,CREATED,2025-01-01 02:04:43.359501764,91,2025-01-01 02:18:51.359501764
TXN00000043,AUTHORIZED,2025-01-01 02:04:43.481168431,91,2025-01-01 02:14:35.481168431
TXN00000043,CAPTURED,2025-01-01 02:04:43.602835097,91,2025-01-01 02:09:54.602835097
TXN00000043,SETTLED,2025-01-03 02:04:43.724501764,91,2025-01-11 02:04:43.724501764
TXN00000044,CREATED,2025-01-01 02:05:00.420301049,84,2025-01-01 02:10:45.420301049
TXN00000044,AUTHORIZED,2025-01-01 02:05:00.531967716,84,2025-01-01 02:12:02.531967716
TXN00000044,CAPTURED,2025-01-01 02:05:00.643634382,84,2025-01-01 02:10:17.643634382
TXN00000044,SETTLED,2025-01-03 02:05:00.755301049,84,2025-01-10 02:05:00.755301049
TXN00000045,CREATED,2025-01-01 02:10:39.955954588,62,2025-01-01 02:24:41.955954588
TXN00000045,AUTHORIZED,2025-01-01 02:10:40.038287921,62,2025-01-01 02:19:19.038287921
TXN00000045,CAPTURED,2025-01-01 02:10:40.120621255,62,2025-01-01 02:14:11.120621255
TXN00000045,SETTLED,2025-01-02 02:10:40.202954588,62,2025-01-02 02:12:07.202954588
TXN00000046,CREATED,2025-01-01 02:16:06.089085579,60,2025-01-01 02:23:58.089085579
TXN00000046,AUTHORIZED,2025-01-01 02:16:06.169085579,60,2025-01-01 02:26:06.169085579
TXN00000046,CAPTURED,2025-01-01 02:16:06.249085579,60,2025-01-01 02:21:58.249085579
TXN00000046,SETTLED,2025-01-02 02:16:06.329085579,60,2025-01-02 02:16:28.329085579
TXN00000047,CREATED,2025-01-01 02:20:24.716245478,117,2025-01-01 02:31:14.716245478
TXN00000047,AUTHORIZED,2025-01-01 02:20:24.872578811,117,2025-01-01 02:34:03.872578811
TXN00000047,CAPTURED,2025-01-01 02:20:25.028912145,117,2025-01-01 02:23:16.028912145
TXN00000047,SETTLED,2025-01-03 02:20:25.185245478,117,2025-01-03 02:26:30.185245478
TXN00000048,CREATED,2025-01-01 02:26:04.064043704,122,2025-01-01 02:37:29.064043704
TXN00000048,AUTHORIZED,2025-01-01 02:26:04.226377037,122,2025-01-01 02:37:28.226377037
TXN00000048,CAPTURED,2025-01-01 02:26:04.388710371,122,2025-01-01 02:37:31.388710371
TXN00000048,SETTLED,2025-01-02 02:26:04.551043704,122,2025-01-04 02:26:04.551043704
TXN00000049,CREATED,2025-01-01 02:33:11.681528486,44,2025-01-01 02:44:18.681528486
TXN00000049,AUTHORIZED,2025-01-01 02:33:11.739528486,44,2025-01-01 02:34:25.739528486
TXN00000049,CAPTURED,2025-01-01 02:33:11.797528486,44,2025-01-01 02:46:31.797528486
TXN00000049,SETTLED,2025-01-02 02:33:11.855528486,44,2025-01-06 02:33:11.855528486
TXN00000050,CREATED,2025-01-01 02:43:23.295004094,108,2025-01-01 02:48:22.295004094
TXN00000050,AUTHORIZED,2025-01-01 02:43:23.439337427,108,2025-01-01 02:51:00.439337427
TXN00000050,CAPTURED,2025-01-01 02:43:23.583670761,108,2025-01-01 02:49:44.583670761
TXN00000050,SETTLED,2025-01-02 02:43:23.728004094,108,2025-01-07 02:43:23.728004094
TXN00000051,CREATED,2025-01-01 02:45:32.415471021,310,2025-01-01 02:54:21.415471021
TXN00000051,AUTHORIZED,2025-01-01 02:45:32.828471021,310,2025-01-01 02:49:43.828471021
TXN00000051,CAPTURED,2025-01-01 02:45:33.241471021,310,2025-01-01 02:58:39.241471021
TXN00000051,SETTLED,2025-01-03 02:45:33.654471021,310,2025-01-03 02:50:33.654471021
TXN00000052,CREATED,2025-01-01 02:50:41.479773002,66,2025-01-01 03:00:03.479773002
TXN00000052,AUTHORIZED,2025-01-01 02:50:41.567773002,66,2025-01-01 03:02:19.567773002
TXN00000052,CAPTURED,2025-01-01 02:50:41.655773002,66,2025-01-01 02:58:38.655773002
TXN00000052,SETTLED,2025-01-02 02:50:41.743773002,66,2025-01-02 03:04:31.743773002
TXN00000053,CREATED,2025-01-01 02:51:15.319208340,181,2025-01-01 02:54:51.319208340
TXN00000053,AUTHORIZED,2025-01-01 02:51:15.560208340,181,2025-01-01 02:52:05.560208340
TXN00000053,CAPTURED,2025-01-01 02:51:15.801208340,181,2025-01-01 02:57:08.801208340
TXN00000053,SETTLED,2025-01-03 02:51:16.042208340,181,2025-01-03 02:58:20.042208340
TXN00000054,CREATED,2025-01-01 02:51:41.318032210,79,2025-01-01 03:05:26.318032210
TXN00000054,AUTHORIZED,2025-01-01 02:51:41.423032210,79,2025-01-01 02:54:31.423032210
TXN00000054,CAPTURED,2025-01-01 02:51:41.528032210,79,2025-01-01 03:05:55.528032210
TXN00000054,SETTLED,2025-01-02 02:51:41.633032210,79,2025-01-05 02:51:41.633032210
TXN00000055,CREATED,2025-01-01 02:55:07.473989106,182,2025-01-01 03:03:29.473989106
TXN00000055,AUTHORIZED,2025-01-01 02:55:07.717322439,182,2025-01-01 03:00:16.717322439
TXN00000055,CAPTURED,2025-01-01 02:55:07.960655773,182,2025-01-01 03:02:19.960655773
TXN00000055,SETTLED,2025-01-02 02:55:08.203989106,182,2025-01-02 03:05:11.203989106
TXN00000056,CREATED,2025-01-01 02:55:58.003432184,166,2025-01-01 02:59:54.003432184
TXN00000056,AUTHORIZED,2025-01-01 02:55:58.252932184,166,2025-01-01 03:06:23.252932184
TXN00000056,FAILED,2025-01-01 02:55:58.502432184,166,2025-01-01 02:56:44.502432184
TXN00000057,CREATED,2025-01-01 03:01:07.208137834,328,2025-01-01 03:12:53.208137834
TXN00000057,AUTHORIZED,2025-01-01 03:01:07.645804501,328,2025-01-01 03:10:02.645804501
TXN00000057,CAPTURED,2025-01-01 03:01:08.083471167,328,2025-01-01 03:07:03.083471167
TXN00000057,SETTLED,2025-01-03 03:01:08.521137834,328,2025-01-03 03:02:56.521137834
TXN00000058,CREATED,2025-01-01 03:02:07.481916370,180,2025-01-01 03:04:49.481916370
TXN00000058,DECLINED,2025-01-01 03:02:07.840916370,180,2025-01-01 03:07:32.840916370
TXN00000059,CREATED,2025-01-01 03:12:52.693268228,66,2025-01-01 03:25:57.693268228
TXN00000059,AUTHORIZED,2025-01-01 03:12:52.781934895,66,2025-01-01 03:27:23.781934895
TXN00000059,CAPTURED,2025-01-01 03:12:52.870601561,66,2025-01-01 03:13:27.870601561
TXN00000059,SETTLED,2025-01-02 03:12:52.959268228,66,2025-01-02 03:18:56.959268228
TXN00000060,CREATED,2025-01-01 03:13:30.009558917,43,2025-01-01 03:14:14.009558917
TXN00000060,AUTHORIZED,2025-01-01 03:13:30.066558917,43,2025-01-01 03:24:43.066558917
TXN00000060,CAPTURED,2025-01-01 03:13:30.123558917,43,2025-01-01 03:27:35.123558917
TXN00000060,SETTLED,2025-01-03 03:13:30.180558917,43,2025-01-03 03:22:13.180558917
TXN00000061,CREATED,2025-01-01 03:14:23.735766623,155,2025-01-01 03:17:12.735766623
TXN00000061,AUTHORIZED,2025-01-01 03:14:23.942433290,155,2025-01-01 03:22:21.942433290
TXN00000061,CAPTURED,2025-01-01 03:14:24.149099956,155,2025-01-01 03:23:10.149099956
TXN00000061,SETTLED,2025-01-02 03:14:24.355766623,155,2025-01-02 03:19:36.355766623
TXN00000062,CREATED,2025-01-01 03:15:49.145908610,118,2025-01-01 03:29:01.145908610
TXN00000062,AUTHORIZED,2025-01-01 03:15:49.303908610,118,2025-01-01 03:20:17.303908610
TXN00000062,CAPTURED,2025-01-01 03:15:49.461908610,118,2025-01-01 03:23:59.461908610
TXN00000062,SETTLED,2025-01-02 03:15:49.619908610,118,2025-01-02 03:30:03.619908610
TXN00000063,CREATED,2025-01-01 03:20:59.840081700,91,2025-01-01 03:27:19.840081700
TXN00000063,AUTHORIZED,2025-01-01 03:20:59.961081700,91,2025-01-01 03:25:18.961081700
TXN00000063,CAPTURED,2025-01-01 03:21:00.082081700,91,2025-01-01 03:29:52.082081700
TXN00000063,SETTLED,2025-01-02 03:21:00.203081700,91,2025-01-11 03:21:00.203081700
TXN00000064,CREATED,2025-01-01 03:21:17.396301893,150,2025-01-01 03:28:42.396301893
TXN00000064,AUTHORIZED,2025-01-01 03:21:17.595635226,150,2025-01-01 03:30:10.595635226
TXN00000064,CAPTURED,2025-01-01 03:21:17.794968560,150,2025-01-01 03:32:50.794968560
TXN00000064,SETTLED,2025-01-02 03:21:17.994301893,150,2025-01-02 03:26:59.994301893
TXN00000065,CREATED,2025-01-01 03:29:04.135118897,116,2025-01-01 03:31:39.135118897
TXN00000065,AUTHORIZED,2025-01-01 03:29:04.289118897,116,2025-01-01 03:39:53.289118897
TXN00000065,CAPTURED,2025-01-01 03:29:04.443118897,116,2025-01-01 03:43:41.443118897
TXN00000065,SETTLED,2025-01-02 03:29:04.597118897,116,2025-01-02 03:37:23.597118897
TXN00000066,CREATED,2025-01-01 03:31:37.881204941,84,2025-01-01 03:35:15.881204941
TXN00000066,AUTHORIZED,2025-01-01 03:31:37.993538274,84,2025-01-01 03:42:21.993538274
TXN00000066,CAPTURED,2025-01-01 03:31:38.105871608,84,2025-01-01 03:39:59.105871608
TXN00000066,SETTLED,2025-01-02 03:31:38.218204941,84,2025-01-04 03:31:38.218204941
TXN00000067,CREATED,2025-01-01 03:32:54.912696367,110,2025-01-01 03:41:26.912696367
TXN00000067,AUTHORIZED,2025-01-01 03:32:55.058696367,110,2025-01-01 03:43:36.058696367
TXN00000067,CAPTURED,2025-01-01 03:32:55.204696367,110,2025-01-01 03:41:25.204696367
TXN00000067,SETTLED,2025-01-03 03:32:55.350696367,110,2025-01-03 03:40:12.350696367
TXN00000068,CREATED,2025-01-01 03:34:00.045865463,130,2025-01-01 03:44:44.045865463
TXN00000068,AUTHORIZED,2025-01-01 03:34:00.219198796,130,2025-01-01 03:35:11.219198796
TXN00000068,CAPTURED,2025-01-01 03:34:00.392532130,130,2025-01-01 03:34:56.392532130
TXN00000068,SETTLED,2025-01-02 03:34:00.565865463,130,2025-01-02 03:48:29.565865463
TXN00000069,CREATED,2025-01-01 03:35:10.042767594,96,2025-01-01 03:40:24.042767594
TXN00000069,DECLINED,2025-01-01 03:35:10.235767594,96,2025-01-01 03:48:26.235767594
TXN00000070,CREATED,2025-01-01 03:38:12.773828293,76,2025-01-01 03:40:24.773828293
TXN00000070,AUTHORIZED,2025-01-01 03:38:12.874828293,76,2025-01-01 03:48:47.874828293
TXN00000070,CAPTURED,2025-01-01 03:38:12.975828293,76,2025-01-01 03:45:28.975828293
TXN00000070,SETTLED,2025-01-02 03:38:13.076828293,76,2025-01-02 03:39:43.076828293
TXN00000071,CREATED,2025-01-01 03:41:04.778817606,234,2025-01-01 03:53:03.778817606
TXN00000071,AUTHORIZED,2025-01-01 03:41:05.090150939,234,2025-01-01 03:47:49.090150939
TXN00000071,CAPTURED,2025-01-01 03:41:05.401484273,234,2025-01-01 03:51:18.401484273
TXN00000071,SETTLED,2025-01-02 03:41:05.712817606,234,2025-01-02 03:51:04.712817606
TXN00000072,CREATED,2025-01-01 03:43:24.575865859,193,2025-01-01 03:45:23.575865859
TXN00000072,AUTHORIZED,2025-01-01 03:43:24.833199192,193,2025-01-01 03:56:03.833199192
TXN00000072,CAPTURED,2025-01-01 03:43:25.090532525,193,2025-01-01 03:54:55.090532525
TXN00000072,SETTLED,2025-01-03 03:43:25.347865859,193,2025-01-03 03:56:52.347865859
TXN00000073,CREATED,2025-01-01 03:50:27.536121660,52,2025-01-01 03:59:50.536121660
TXN00000073,AUTHORIZED,2025-01-01 03:50:27.605788327,52,2025-01-01 03:54:26.605788327
TXN00000073,CAPTURED,2025-01-01 03:50:27.675454993,52,2025-01-01 03:52:52.675454993
TXN00000073,SETTLED,2025-01-03 03:50:27.745121660,52,2025-01-10 03:50:27.745121660
