route_id,provider,region,rate_date,fixed_fee,variable_fee_pct
RT_IN_01,PROV_NORTH,IN,2025-02-22,0.0501,0.006013
RT_IN_01,PROV_NORTH,IN,2025-02-23,0.0501,0.006013
RT_IN_01,PROV_NORTH,IN,2025-02-24,0.0501,0.006013
RT_IN_01,PROV_NORTH,IN,2025-02-25,0.0501,0.006014
RT_IN_01,PROV_NORTH,IN,2025-02-26,0.0501,0.006014
RT_IN_01,PROV_NORTH,IN,2025-02-27,0.0501,0.006014
RT_IN_01,PROV_NORTH,IN,2025-02-28,0.0501,0.006014
RT_IN_01,PROV_NORTH,IN,2025-03-01,0.0501,0.006015
RT_IN_01,PROV_NORTH,IN,2025-03-02,0.0501,0.006015
RT_IN_01,PROV_NORTH,IN,2025-03-03,0.0501,0.006015
RT_IN_01,PROV_NORTH,IN,2025-03-04,0.0501,0.006015
RT_IN_01,PROV_NORTH,IN,2025-03-05,0.0501,0.006016
RT_IN_01,PROV_NORTH,IN,2025-03-06,0.0501,0.006016
RT_IN_01,PROV_NORTH,IN,2025-03-07,0.0501,0.006016
RT_IN_01,PROV_NORTH,IN,2025-03-08,0.0501,0.006016
RT_IN_01,PROV_NORTH,IN,2025-03-09,0.0501,0.006017
RT_IN_01,PROV_NORTH,IN,2025-03-10,0.0501,0.006017
RT_IN_01,PROV_NORTH,IN,2025-03-11,0.0501,0.006017
RT_IN_01,PROV_NORTH,IN,2025-03-12,0.0501,0.006017
RT_IN_01,PROV_NORTH,IN,2025-03-13,0.0501,0.006018
RT_IN_01,PROV_NORTH,IN,2025-03-14,0.0501,0.006018
RT_IN_01,PROV_NORTH,IN,2025-03-15,0.0502,0.006018
RT_IN_01,PROV_NORTH,IN,2025-03-16,0.0502,0.006018
RT_IN_01,PROV_NORTH,IN,2025-03-17,0.0502,0.006019
RT_IN_01,PROV_NORTH,IN,2025-03-18,0.0502,0.006019
RT_IN_01,PROV_NORTH,IN,2025-03-19,0.0502,0.006019
RT_IN_01,PROV_NORTH,IN,2025-03-20,0.0502,0.006019
RT_IN_01,PROV_NORTH,IN,2025-03-21,0.0502,0.00602
RT_IN_01,PROV_NORTH,IN,2025-03-22,0.0502,0.00602
RT_IN_01,PROV_NORTH,IN,2025-03-23,0.0502,0.00602
RT_IN_01,PROV_NORTH,IN,2025-03-24,0.0502,0.00602
RT_IN_01,PROV_NORTH,IN,2025-03-25,0.0502,0.006021
RT_IN_01,PROV_NORTH,IN,2025-03-26,0.0502,0.006021
RT_IN_01,PROV_NORTH,IN,2025-03-27,0.0502,0.006021
RT_IN_01,PROV_NORTH,IN,2025-03-28,0.0502,0.006021
RT_IN_01,PROV_NORTH,IN,2025-03-29,0.0502,0.006022
RT_IN_01,PROV_NORTH,IN,2025-03-30,0.0502,0.006022
RT_IN_01,PROV_NORTH,IN,2025-03-31,0.0502,0.006022
RT_IN_01,PROV_NORTH,IN,2025-04-01,0.0502,0.006022
RT_IN_01,PROV_NORTH,IN,2025-04-02,0.0502,0.006022
RT_IN_01,PROV_NORTH,IN,2025-04-03,0.0502,0.006023
RT_IN_01,PROV_NORTH,IN,2025-04-04,0.0502,0.006023
RT_IN_01,PROV_NORTH,IN,2025-04-05,0.0502,0.006023
RT_IN_01,PROV_NORTH,IN,2025-04-06,0.0502,0.006023
RT_IN_01,PROV_NORTH,IN,2025-04-07,0.0502,0.006024
RT_IN_01,PROV_NORTH,IN,2025-04-08,0.0502,0.006024
RT_IN_01,PROV_NORTH,IN,2025-04-09,0.0502,0.006024
RT_IN_01,PROV_NORTH,IN,2025-04-10,0.0502,0.006024
RT_IN_01,PROV_NORTH,IN,2025-04-11,0.0502,0.006025
RT_IN_01,PROV_NORTH,IN,2025-04-12,0.0502,0.006025
RT_IN_01,PROV_NORTH,IN,2025-04-13,0.0502,0.006025
RT_IN_01,PROV_NORTH,IN,2025-04-14,0.0502,0.006025
RT_IN_01,PROV_NORTH,IN,2025-04-15,0.0502,0.006026
RT_IN_01,PROV_NORTH,IN,2025-04-16,0.0502,0.006026
RT_IN_01,PROV_NORTH,IN,2025-04-17,0.0502,0.006026
RT_IN_01,PROV_NORTH,IN,2025-04-18,0.0502,0.006026
RT_IN_01,PROV_NORTH,IN,2025-04-19,0.0502,0.006027
RT_IN_01,PROV_NORTH,IN,2025-04-20,0.0502,0.006027
RT_IN_01,PROV_NORTH,IN,2025-04-21,0.0502,0.006027
RT_IN_01,PROV_NORTH,IN,2025-04-22,0.0502,0.006027
RT_IN_01,PROV_NORTH,IN,2025-04-23,0.0502,0.006028
RT_IN_01,PROV_NORTH,IN,2025-04-24,0.0502,0.006028
RT_IN_01,PROV_NORTH,IN,2025-04-25,0.0502,0.006028
RT_IN_01,PROV_NORTH,IN,2025-04-26,0.0502,0.006028
RT_IN_01,PROV_NORTH,IN,2025-04-27,0.0502,0.006029
RT_IN_01,PROV_NORTH,IN,2025-04-28,0.0502,0.006029
RT_IN_01,PROV_NORTH,IN,2025-04-29,0.0502,0.006029
RT_IN_01,PROV_NORTH,IN,2025-04-30,0.0502,0.006029
RT_IN_01,PROV_NORTH,IN,2025-05-01,0.0502,0.00603
RT_IN_01,PROV_NORTH,IN,2025-05-02,0.0502,0.00603
RT_IN_01,PROV_NORTH,IN,2025-05-03,0.0503,0.00603
RT_IN_01,PROV_NORTH,IN,2025-05-04,0.0503,0.00603
RT_IN_01,PROV_NORTH,IN,2025-05-05,0.0503,0.006031
RT_IN_01,PROV_NORTH,IN,2025-05-06,0.0503,0.006031
RT_IN_01,PROV_NORTH,IN,2025-05-07,0.0503,0.006031
RT_IN_01,PROV_NORTH,IN,2025-05-08,0.0503,0.006031
RT_IN_01,PROV_NORTH,IN,2025-05-09,0.0503,0.006032
RT_IN_01,PROV_NORTH,IN,2025-05-10,0.0503,0.006032
RT_IN_01,PROV_NORTH,IN,2025-05-11,0.0503,0.006032
RT_IN_01,PROV_NORTH,IN,2025-05-12,0.0503,0.006032
RT_IN_01,PROV_NORTH,IN,2025-05-13,0.0503,0.006033
RT_IN_01,PROV_NORTH,IN,2025-05-14,0.0503,0.006033
RT_IN_01,PROV_NORTH,IN,2025-05-15,0.0503,0.006033
RT_IN_01,PROV_NORTH,IN,2025-05-16,0.0503,0.006033
RT_IN_01,PROV_NORTH,IN,2025-05-17,0.0503,0.006034
RT_IN_01,PROV_NORTH,IN,2025-05-18,0.0503,0.006034
RT_IN_01,PROV_NORTH,IN,2025-05-19,0.0503,0.006034
RT_IN_01,PROV_NORTH,IN,2025-05-20,0.0503,0.006034
RT_IN_01,PROV_NORTH,IN,2025-05-21,0.0503,0.006035
RT_IN_01,PROV_NORTH,IN,2025-05-22,0.0503,0.006035
RT_IN_01,PROV_NORTH,IN,2025-05-23,0.0503,0.006035
RT_IN_01,PROV_NORTH,IN,2025-05-24,0.0503,0.006035
RT_IN_01,PROV_NORTH,IN,2025-05-25,0.0503,0.006036
RT_IN_01,PROV_NORTH,IN,2025-05-26,0.0503,0.006036
RT_IN_01,PROV_NORTH,IN,2025-05-27,0.0503,0.006036
RT_IN_01,PROV_NORTH,IN,2025-05-28,0.0503,0.006036
RT_IN_01,PROV_NORTH,IN,2025-05-29,0.0503,0.006037
RT_IN_01,PROV_NORTH,IN,2025-05-30,0.0503,0.006037
RT_IN_01,PROV_NORTH,IN,2025-05-31,0.0503,0.006037
RT_IN_01,PROV_NORTH,IN,2025-06-01,0.0503,0.006037
RT_IN_01,PROV_NORTH,IN,2025-06-02,0.0503,0.006038
RT_IN_01,PROV_NORTH,IN,2025-06-03,0.0503,0.006038
RT_IN_01,PROV_NORTH,IN,2025-06-04,0.0503,0.006038
RT_IN_01,PROV_NORTH,IN,2025-06-05,0.0503,0.006038
RT_IN_01,PROV_NORTH,IN,2025-06-06,0.0503,0.006039
RT_IN_01,PROV_NORTH,IN,2025-06-07,0.0503,0.006039
RT_IN_01,PROV_NORTH,IN,2025-06-08,0.0503,0.006039
RT_IN_01,PROV_NORTH,IN,2025-06-09,0.0503,0.006039
RT_IN_01,PROV_NORTH,IN,2025-06-10,0.0503,0.00604
RT_IN_01,PROV_NORTH,IN,2025-06-11,0.0503,0.00604
RT_IN_01,PROV_NORTH,IN,2025-06-12,0.0503,0.00604
RT_IN_01,PROV_NORTH,IN,2025-06-13,0.0503,0.00604
RT_IN_01,PROV_NORTH,IN,2025-06-14,0.0503,0.006041
RT_IN_01,PROV_NORTH,IN,2025-06-15,0.0503,0.006041
RT_IN_01,PROV_NORTH,IN,2025-06-16,0.0503,0.006041
RT_IN_01,PROV_NORTH,IN,2025-06-17,0.0503,0.006041
RT_IN_01,PROV_NORTH,IN,2025-06-18,0.0503,0.006042
RT_IN_01,PROV_NORTH,IN,2025-06-19,0.0503,0.006042
RT_IN_01,PROV_NORTH,IN,2025-06-20,0.0504,0.006042
RT_IN_01,PROV_NORTH,IN,2025-06-21,0.0504,0.006042
RT_IN_01,PROV_NORTH,IN,2025-06-22,0.0504,0.006043
RT_IN_01,PROV_NORTH,IN,2025-06-23,0.0504,0.006043
RT_IN_01,PROV_NORTH,IN,2025-06-24,0.0504,0.006043
RT_IN_01,PROV_NORTH,IN,2025-06-25,0.0504,0.006043
RT_IN_01,PROV_NORTH,IN,2025-06-26,0.0504,0.006044
RT_IN_01,PROV_NORTH,IN,2025-06-27,0.0504,0.006044
RT_IN_01,PROV_NORTH,IN,2025-06-28,0.0504,0.006044
RT_IN_01,PROV_NORTH,IN,2025-06-29,0.0504,0.006044
RT_IN_01,PROV_NORTH,IN,2025-06-30,0.0504,0.006045
RT_IN_01,PROV_NORTH,IN,2025-07-01,0.0504,0.006045
RT_IN_01,PROV_NORTH,IN,2025-07-02,0.0504,0.006045
RT_IN_01,PROV_NORTH,IN,2025-07-03,0.0504,0.006045
RT_IN_01,PROV_NORTH,IN,2025-07-04,0.0504,0.006045
RT_IN_01,PROV_NORTH,IN,2025-07-05,0.0504,0.006046
RT_IN_01,PROV_NORTH,IN,2025-07-06,0.0504,0.006046
RT_IN_01,PROV_NORTH,IN,2025-07-07,0.0504,0.006046
RT_IN_01,PROV_NORTH,IN,2025-07-08,0.0504,0.006046
RT_IN_01,PROV_NORTH,IN,2025-07-09,0.0504,0.006047
RT_IN_01,PROV_NORTH,IN,2025-07-10,0.0504,0.006047
RT_IN_01,PROV_NORTH,IN,2025-07-11,0.0504,0.006047
RT_IN_01,PROV_NORTH,IN,2025-07-12,0.0504,0.006047
RT_IN_01,PROV_NORTH,IN,2025-07-13,0.0504,0.006048
RT_IN_01,PROV_NORTH,IN,2025-07-14,0.0504,0.006048
RT_IN_01,PROV_NORTH,IN,2025-07-15,0.0504,0.006048
RT_IN_01,PROV_NORTH,IN,2025-07-16,0.0504,0.006048
RT_IN_01,PROV_NORTH,IN,2025-07-17,0.0504,0.006049
RT_IN_01,PROV_NORTH,IN,2025-07-18,0.0504,0.006049
RT_IN_01,PROV_NORTH,IN,2025-07-19,0.0504,0.006049
RT_IN_01,PROV_NORTH,IN,2025-07-20,0.0504,0.006049
RT_IN_01,PROV_NORTH,IN,2025-07-21,0.0504,0.00605
RT_IN_01,PROV_NORTH,IN,2025-07-22,0.0504,0.00605
RT_IN_01,PROV_NORTH,IN,2025-07-23,0.0504,0.00605
RT_IN_01,PROV_NORTH,IN,2025-07-24,0.0504,0.00605
RT_IN_01,PROV_NORTH,IN,2025-07-25,0.0504,0.006051
RT_IN_01,PROV_NORTH,IN,2025-07-26,0.0504,0.006051
RT_IN_01,PROV_NORTH,IN,2025-07-27,0.0504,0.006051
RT_IN_01,PROV_NORTH,IN,2025-07-28,0.0504,0.006051
RT_IN_01,PROV_NORTH,IN,2025-07-29,0.0504,0.006052
RT_IN_01,PROV_NORTH,IN,2025-07-30,0.0504,0.006052
RT_IN_01,PROV_NORTH,IN,2025-07-31,0.0504,0.006052
RT_IN_01,PROV_NORTH,IN,2025-08-01,0.0504,0.006052
RT_IN_01,PROV_NORTH,IN,2025-08-02,0.0504,0.006053
RT_IN_01,PROV_NORTH,IN,2025-08-03,0.0504,0.006053
RT_IN_01,PROV_NORTH,IN,2025-08-04,0.0504,0.006053
RT_IN_01,PROV_NORTH,IN,2025-08-05,0.0504,0.006053
RT_IN_01,PROV_NORTH,IN,2025-08-06,0.0504,0.006054
RT_IN_01,PROV_NORTH,IN,2025-08-07,0.0504,0.006054
RT_IN_01,PROV_NORTH,IN,2025-08-08,0.0505,0.006054
RT_IN_01,PROV_NORTH,IN,2025-08-09,0.0505,0.006054
RT_IN_01,PROV_NORTH,IN,2025-08-10,0.0505,0.006055
RT_IN_01,PROV_NORTH,IN,2025-08-11,0.0505,0.006055
RT_IN_01,PROV_NORTH,IN,2025-08-12,0.0505,0.006055
RT_IN_01,PROV_NORTH,IN,2025-08-13,0.0505,0.006055
RT_IN_01,PROV_NORTH,IN,2025-08-14,0.0505,0.006056
RT_IN_01,PROV_NORTH,IN,2025-08-15,0.0505,0.006056
RT_IN_01,PROV_NORTH,IN,2025-08-16,0.0505,0.006056
RT_IN_01,PROV_NORTH,IN,2025-08-17,0.0505,0.006056
RT_IN_01,PROV_NORTH,IN,2025-08-18,0.0505,0.006057
RT_IN_01,PROV_NORTH,IN,2025-08-19,0.0505,0.006057
RT_IN_01,PROV_NORTH,IN,2025-08-20,0.0505,0.006057
RT_IN_01,PROV_NORTH,IN,2025-08-21,0.0505,0.006057
RT_IN_01,PROV_NORTH,IN,2025-08-22,0.0505,0.006058
RT_IN_01,PROV_NORTH,IN,2025-08-23,0.0505,0.006058
RT_IN_01,PROV_NORTH,IN,2025-08-24,0.0505,0.006058
RT_IN_01,PROV_NORTH,IN,2025-08-25,0.0505,0.006058
RT_IN_01,PROV_NORTH,IN,2025-08-26,0.0505,0.006059
RT_IN_01,PROV_NORTH,IN,2025-08-27,0.0505,0.006059
RT_IN_01,PROV_NORTH,IN,2025-08-28,0.0505,0.006059
RT_IN_01,PROV_NORTH,IN,2025-08-29,0.0505,0.006059
RT_IN_01,PROV_NORTH,IN,2025-08-30,0.0505,0.00606
RT_IN_01,PROV_NORTH,IN,2025-08-31,0.0505,0.00606
RT_IN_01,PROV_NORTH,IN,2025-09-01,0.0505,0.00606
RT_IN_01,PROV_NORTH,IN,2025-09-02,0.0505,0.00606
RT_IN_01,PROV_NORTH,IN,2025-09-03,0.0505,0.006061
RT_IN_01,PROV_NORTH,IN,2025-09-04,0.0505,0.006061
RT_IN_01,PROV_NORTH,IN,2025-09-05,0.0505,0.006061
RT_IN_01,PROV_NORTH,IN,2025-09-06,0.0505,0.006061
RT_IN_01,PROV_NORTH,IN,2025-09-07,0.0505,0.006062
RT_IN_01,PROV_NORTH,IN,2025-09-08,0.0505,0.006062
RT_IN_01,PROV_NORTH,IN,2025-09-09,0.0505,0.006062
RT_IN_01,PROV_NORTH,IN,2025-09-10,0.0505,0.006062
RT_IN_01,PROV_NORTH,IN,2025-09-11,0.0505,0.006063
RT_IN_01,PROV_NORTH,IN,2025-09-12,0.0505,0.006063
RT_IN_01,PROV_NORTH,IN,2025-09-13,0.0505,0.006063
RT_IN_01,PROV_NORTH,IN,2025-09-14,0.0505,0.006063
RT_IN_01,PROV_NORTH,IN,2025-09-15,0.0505,0.006064
RT_IN_01,PROV_NORTH,IN,2025-09-16,0.0505,0.006064
RT_IN_01,PROV_NORTH,IN,2025-09-17,0.0505,0.006064
RT_IN_01,PROV_NORTH,IN,2025-09-18,0.0505,0.006064
RT_IN_01,PROV_NORTH,IN,2025-09-19,0.0505,0.006065
RT_IN_01,PROV_NORTH,IN,2025-09-20,0.0505,0.006065
RT_IN_01,PROV_NORTH,IN,2025-09-21,0.0505,0.006065
RT_IN_01,PROV_NORTH,IN,2025-09-22,0.0505,0.006065
RT_IN_01,PROV_NORTH,IN,2025-09-23,0.0505,0.006066
RT_IN_01,PROV_NORTH,IN,2025-09-24,0.0505,0.006066
RT_IN_01,PROV_NORTH,IN,2025-09-25,0.0506,0.006066
RT_IN_01,PROV_NORTH,IN,2025-09-26,0.0506,0.006066
RT_IN_01,PROV_NORTH,IN,2025-09-27,0.0506,0.006067
RT_IN_01,PROV_NORTH,IN,2025-09-28,0.0506,0.006067
RT_IN_01,PROV_NORTH,IN,2025-09-29,0.0506,0.006067
RT_IN_01,PROV_NORTH,IN,2025-09-30,0.0506,0.006067
RT_IN_01,PROV_NORTH,IN,2025-10-01,0.0506,0.006068
RT_IN_01,PROV_NORTH,IN,2025-10-02,0.0506,0.006068
RT_IN_01,PROV_NORTH,IN,2025-10-03,0.0506,0.006068
RT_IN_01,PROV_NORTH,IN,2025-10-04,0.0506,0.006068
RT_IN_01,PROV_NORTH,IN,2025-10-05,0.0506,0.006068
RT_IN_01,PROV_NORTH,IN,2025-10-06,0.0506,0.006069
RT_IN_01,PROV_NORTH,IN,2025-10-07,0.0506,0.006069
RT_IN_01,PROV_NORTH,IN,2025-10-08,0.0506,0.006069
RT_IN_01,PROV_NORTH,IN,2025-10-09,0.0506,0.006069
RT_IN_01,PROV_NORTH,IN,2025-10-10,0.0506,0.00607
RT_IN_01,PROV_NORTH,IN,2025-10-11,0.0506,0.00607
RT_IN_01,PROV_NORTH,IN,2025-10-12,0.0506,0.00607
RT_IN_01,PROV_NORTH,IN,2025-10-13,0.0506,0.00607
RT_IN_01,PROV_NORTH,IN,2025-10-14,0.0506,0.006071
RT_IN_01,PROV_NORTH,IN,2025-10-15,0.0506,0.006071
RT_IN_01,PROV_NORTH,IN,2025-10-16,0.0506,0.006071
RT_IN_01,PROV_NORTH,IN,2025-10-17,0.0506,0.006071
RT_IN_01,PROV_NORTH,IN,2025-10-18,0.0506,0.006072
RT_IN_01,PROV_NORTH,IN,2025-10-19,0.0506,0.006072
RT_IN_01,PROV_NORTH,IN,2025-10-20,0.0506,0.006072
RT_IN_01,PROV_NORTH,IN,2025-10-21,0.0506,0.006072
RT_IN_01,PROV_NORTH,IN,2025-10-22,0.0506,0.006073
RT_IN_01,PROV_NORTH,IN,2025-10-23,0.0506,0.006073
RT_IN_01,PROV_NORTH,IN,2025-10-24,0.0506,0.006073
RT_IN_01,PROV_NORTH,IN,2025-10-25,0.0506,0.006073
RT_IN_01,PROV_NORTH,IN,2025-10-26,0.0506,0.006074
RT_IN_01,PROV_NORTH,IN,2025-10-27,0.0506,0.006074
RT_IN_01,PROV_NORTH,IN,2025-10-28,0.0506,0.006074
RT_IN_01,PROV_NORTH,IN,2025-10-29,0.0506,0.006074
RT_IN_01,PROV_NORTH,IN,2025-10-30,0.0506,0.006075
RT_IN_01,PROV_NORTH,IN,2025-10-31,0.0506,0.006075
RT_IN_01,PROV_NORTH,IN,2025-11-01,0.0506,0.006075
RT_IN_01,PROV_NORTH,IN,2025-11-02,0.0506,0.006075
RT_IN_01,PROV_NORTH,IN,2025-11-03,0.0506,0.006076
RT_IN_01,PROV_NORTH,IN,2025-11-04,0.0506,0.006076
RT_IN_01,PROV_NORTH,IN,2025-11-05,0.0506,0.006076
RT_IN_01,PROV_NORTH,IN,2025-11-06,0.0506,0.006076
RT_IN_01,PROV_NORTH,IN,2025-11-07,0.0506,0.006077
RT_IN_01,PROV_NORTH,IN,2025-11-08,0.0506,0.006077
RT_IN_01,PROV_NORTH,IN,2025-11-09,0.0506,0.006077
RT_IN_01,PROV_NORTH,IN,2025-11-10,0.0506,0.006077
RT_IN_01,PROV_NORTH,IN,2025-11-11,0.0506,0.006078
RT_IN_01,PROV_NORTH,IN,2025-11-12,0.0506,0.006078
RT_IN_01,PROV_NORTH,IN,2025-11-13,0.0507,0.006078
RT_IN_01,PROV_NORTH,IN,2025-11-14,0.0507,0.006078
RT_IN_01,PROV_NORTH,IN,2025-11-15,0.0507,0.006079
RT_IN_01,PROV_NORTH,IN,2025-11-16,0.0507,0.006079
RT_IN_01,PROV_NORTH,IN,2025-11-17,0.0507,0.006079
RT_IN_01,PROV_NORTH,IN,2025-11-18,0.0507,0.006079
RT_IN_01,PROV_NORTH,IN,2025-11-19,0.0507,0.00608
RT_IN_01,PROV_NORTH,IN,2025-11-20,0.0507,0.00608
RT_IN_01,PROV_NORTH,IN,2025-11-21,0.0507,0.00608
RT_IN_01,PROV_NORTH,IN,2025-11-22,0.0507,0.00608
RT_IN_01,PROV_NORTH,IN,2025-11-23,0.0507,0.006081
RT_IN_01,PROV_NORTH,IN,2025-11-24,0.0507,0.006081
RT_IN_01,PROV_NORTH,IN,2025-11-25,0.0507,0.006081
RT_IN_01,PROV_NORTH,IN,2025-11-26,0.0507,0.006081
RT_IN_01,PROV_NORTH,IN,2025-11-27,0.0507,0.006082
RT_IN_01,PROV_NORTH,IN,2025-11-28,0.0507,0.006082
RT_IN_01,PROV_NORTH,IN,2025-11-29,0.0507,0.006082
RT_IN_01,PROV_NORTH,IN,2025-11-30,0.0507,0.006082
RT_IN_01,PROV_NORTH,IN,2025-12-01,0.0507,0.006083
RT_IN_01,PROV_NORTH,IN,2025-12-02,0.0507,0.006083
RT_IN_01,PROV_NORTH,IN,2025-12-03,0.0507,0.006083
RT_IN_01,PROV_NORTH,IN,2025-12-04,0.0507,0.006083
RT_IN_01,PROV_NORTH,IN,2025-12-05,0.0507,0.006084
RT_IN_01,PROV_NORTH,IN,2025-12-06,0.0507,0.006084
RT_IN_01,PROV_NORTH,IN,2025-12-07,0.0507,0.006084
RT_IN_01,PROV_NORTH,IN,2025-12-08,0.0507,0.006084
RT_IN_01,PROV_NORTH,IN,2025-12-09,0.0507,0.006085
RT_IN_01,PROV_NORTH,IN,2025-12-10,0.0507,0.006085
RT_IN_01,PROV_NORTH,IN,2025-12-11,0.0507,0.006085
RT_IN_01,PROV_NORTH,IN,2025-12-12,0.0507,0.006085
RT_IN_01,PROV_NORTH,IN,2025-12-13,0.0507,0.006086
RT_IN_01,PROV_NORTH,IN,2025-12-14,0.0507,0.006086
RT_IN_01,PROV_NORTH,IN,2025-12-15,0.0507,0.006086
RT_IN_01,PROV_NORTH,IN,2025-12-16,0.0507,0.006086
RT_IN_01,PROV_NORTH,IN,2025-12-17,0.0507,0.006087
RT_IN_01,PROV_NORTH,IN,2025-12-18,0.0507,0.006087
RT_IN_01,PROV_NORTH,IN,2025-12-19,0.0507,0.006087
RT_IN_01,PROV_NORTH,IN,2025-12-20,0.0507,0.006087
RT_IN_01,PROV_NORTH,IN,2025-12-21,0.0507,0.006088
RT_IN_01,PROV_NORTH,IN,2025-12-22,0.0507,0.006088
RT_IN_01,PROV_NORTH,IN,2025-12-23,0.0507,0.006088
RT_IN_01,PROV_NORTH,IN,2025-12-24,0.0507,0.006088
RT_IN_01,PROV_NORTH,IN,2025-12-25,0.0507,0.006089
RT_IN_01,PROV_NORTH,IN,2025-12-26,0.0507,0.006089
RT_IN_01,PROV_NORTH,IN,2025-12-27,0.0507,0.006089
RT_IN_01,PROV_NORTH,IN,2025-12-28,0.0507,0.006089
RT_IN_01,PROV_NORTH,IN,2025-12-29,0.0507,0.00609
RT_IN_01,PROV_NORTH,IN,2025-12-30,0.0507,0.00609
RT_IN_01,PROV_NORTH,IN,2025-12-31,0.0507,0.00609
RT_IN_02,PROV_MERIDIAN,IN,2025-01-01,0.15,0.0045
RT_IN_02,PROV_MERIDIAN,IN,2025-01-02,0.15,0.0045
RT_IN_02,PROV_MERIDIAN,IN,2025-01-03,0.15,0.0045
RT_IN_02,PROV_MERIDIAN,IN,2025-01-04,0.15,0.004501
RT_IN_02,PROV_MERIDIAN,IN,2025-01-05,0.15,0.004501
RT_IN_02,PROV_MERIDIAN,IN,2025-01-06,0.15,0.004501
RT_IN_02,PROV_MERIDIAN,IN,2025-01-07,0.15,0.004501
RT_IN_02,PROV_MERIDIAN,IN,2025-01-08,0.15,0.004501
RT_IN_02,PROV_MERIDIAN,IN,2025-01-09,0.15,0.004501
RT_IN_02,PROV_MERIDIAN,IN,2025-01-10,0.1501,0.004502
RT_IN_02,PROV_MERIDIAN,IN,2025-01-11,0.1501,0.004502
