customer_id,segment,country,onboarding_date,kyc_status
CUS000303,SME,IN,2024-07-16,VERIFIED
CUS000304,SME,IN,2022-04-02,VERIFIED
CUS000305,RETAIL,IN,2024-01-23,VERIFIED
CUS000306,RETAIL,AE,2022-10-04,REJECTED
CUS000307,RETAIL,IN,2022-07-03,VERIFIED
CUS000308,SME,IN,2023-10-16,VERIFIED
CUS000309,RETAIL,AE,2021-09-19,VERIFIED
CUS000310,RETAIL,AE,2021-07-12,VERIFIED
CUS000311,RETAIL,IN,2024-03-02,PENDING
CUS000312,SME,IN,2022-03-05,VERIFIED
CUS000313,RETAIL,IN,2022-06-04,VERIFIED
CUS000314,SME,IN,2024-01-07,VERIFIED
CUS000315,RETAIL,IN,2021-11-16,VERIFIED
CUS000316,RETAIL,IN,2023-11-01,VERIFIED
CUS000317,RETAIL,AE,2024-01-09,VERIFIED
CUS000318,RETAIL,IN,2022-04-13,VERIFIED
CUS000319,RETAIL,SG,2024-07-19,VERIFIED
CUS000320,RETAIL,IN,2021-06-27,VERIFIED
CUS000321,RETAIL,SG,2023-07-13,VERIFIED
CUS000322,RETAIL,IN,2023-02-15,VERIFIED
CUS000323,RETAIL,AE,2022-05-26,VERIFIED
CUS000324,RETAIL,AE,2021-08-20,PENDING
CUS000325,RETAIL,IN,2022-01-19,VERIFIED
CUS000326,RETAIL,IN,2023-07-17,VERIFIED
CUS000327,SME,IN,2022-02-17,VERIFIED
CUS000328,SME,IN,2023-06-28,VERIFIED
CUS000329,SME,AE,2023-01-09,VERIFIED
CUS000330,RETAIL,IN,2022-05-17,VERIFIED
CUS000331,RETAIL,SG,2022-11-23,VERIFIED
CUS000332,SME,IN,2024-10-23,VERIFIED
CUS000333,RETAIL,IN,2024-10-31,VERIFIED
CUS000334,RETAIL,IN,2024-06-21,VERIFIED
CUS000335,RETAIL,SG,2024-09-06,VERIFIED
CUS000336,RETAIL,SG,2022-03-19,VERIFIED
CUS000337,RETAIL,IN,2024-04-07,VERIFIED
CUS000338,SME,IN,2024-01-29,VERIFIED
CUS000339,RETAIL,SG,2023-10-19,VERIFIED
CUS000340,RETAIL,IN,2024-05-01,VERIFIED
CUS000341,RETAIL,AE,2021-09-05,VERIFIED
CUS000342,SME,IN,2024-08-30,PENDING
CUS000343,RETAIL,IN,2024-04-08,VERIFIED
CUS000344,SME,IN,2024-02-22,VERIFIED
CUS000345,RETAIL,IN,2024-09-06,VERIFIED
CUS000346,SME,IN,2024-01-17,VERIFIED
CUS000347,SME,IN,2024-04-16,VERIFIED
CUS000348,RETAIL,AE,2023-09-12,VERIFIED
CUS000349,RETAIL,IN,2024-06-01,VERIFIED
CUS000350,RETAIL,IN,2021-05-29,VERIFIED
CUS000351,SME,IN,2021-12-28,VERIFIED
CUS000352,SME,IN,2022-07-14,VERIFIED
CUS000353,RETAIL,IN,2022-09-24,VERIFIED
CUS000354,RETAIL,IN,2022-05-07,REJECTED
CUS000355,SME,SG,2021-05-25,VERIFIED
CUS000356,SME,IN,2024-06-30,VERIFIED
CUS000357,RETAIL,AE,2022-12-20,PENDING
CUS000358,SME,IN,2024-04-07,PENDING
CUS000359,RETAIL,AE,2023-04-09,VERIFIED
CUS000360,RETAIL,IN,2021-07-23,VERIFIED
CUS000361,RETAIL,IN,2022-08-02,VERIFIED
CUS000362,RETAIL,SG,2022-07-28,VERIFIED
CUS000363,RETAIL,SG,2024-08-20,VERIFIED
CUS000364,RETAIL,SG,2021-11-25,VERIFIED
CUS000365,RETAIL,IN,2022-04-07,VERIFIED
CUS000366,RETAIL,SG,2023-08-20,VERIFIED
CUS000367,RETAIL,AE,2023-09-22,VERIFIED
CUS000368,SME,SG,2022-10-16,VERIFIED
CUS000369,SME,IN,2022-02-05,VERIFIED
CUS000370,RETAIL,SG,2023-01-29,VERIFIED
CUS000371,SME,SG,2021-09-20,VERIFIED
CUS000372,RETAIL,AE,2024-03-20,VERIFIED
CUS000373,RETAIL,IN,2022-05-11,VERIFIED
CUS000374,RETAIL,IN,2021-11-04,VERIFIED
CUS000375,RETAIL,SG,2022-04-18,VERIFIED
CUS000376,SME,IN,2023-09-22,VERIFIED
CUS000377,RETAIL,SG,2023-03-24,VERIFIED
CUS000378,RETAIL,IN,2023-03-20,VERIFIED
CUS000379,RETAIL,IN,2023-10-27,VERIFIED
CUS000380,RETAIL,SG,2024-06-29,VERIFIED
CUS000381,RETAIL,IN,2024-04-15,VERIFIED
CUS000382,RETAIL,IN,2022-07-23,VERIFIED
CUS000383,RETAIL,SG,2024-02-22,VERIFIED
CUS000384,RETAIL,SG,2021-12-21,VERIFIED
CUS000385,RETAIL,AE,2021-12-19,VERIFIED
CUS000386,RETAIL,IN,2023-06-07,VERIFIED
CUS000387,RETAIL,IN,2023-08-10,VERIFIED
CUS000388,RETAIL,AE,2021-04-03,VERIFIED
CUS000389,RETAIL,IN,2024-12-15,VERIFIED
CUS000390,RETAIL,IN,2024-01-07,VERIFIED
CUS000391,SME,IN,2022-05-10,VERIFIED
CUS000392,RETAIL,IN,2021-08-28,VERIFIED
CUS000393,SME,AE,2023-03-31,VERIFIED
CUS000394,RETAIL,SG,2022-03-29,PENDING
CUS000395,RETAIL,SG,2024-03-03,VERIFIED
CUS000396,RETAIL,IN,2021-06-13,VERIFIED
CUS000397,RETAIL,IN,2022-10-09,VERIFIED
CUS000398,RETAIL,IN,2022-03-02,VERIFIED
CUS000399,RETAIL,IN,2024-04-30,PENDING
CUS000400,RETAIL,IN,2023-02-09,PENDING
CUS000401,RETAIL,IN,2022-03-19,VERIFIED
CUS000402,RETAIL,IN,2023-06-03,VERIFIED
CUS000403,SME,IN,2021-04-28,VERIFIED
CUS000404,SME,SG,2021-10-28,VERIFIED
CUS000405,RETAIL,IN,2024-07-05,VERIFIED
CUS000406,RETAIL,IN,2021-10-13,VERIFIED
CUS000407,RETAIL,SG,2023-07-15,VERIFIED
CUS000408,SME,SG,2022-09-30,VERIFIED
CUS000409,RETAIL,SG,2023-06-10,VERIFIED
CUS000410,RETAIL,IN,2022-04-25,VERIFIED
CUS000411,SME,SG,2023-05-11,VERIFIED
CUS000412,RETAIL,IN,2023-03-25,VERIFIED
CUS000413,RETAIL,IN,2022-10-09,VERIFIED
CUS000414,SME,IN,2024-03-02,VERIFIED
CUS000415,SME,IN,2023-05-15,VERIFIED
CUS000416,RETAIL,IN,2024-10-24,VERIFIED
CUS000417,RETAIL,IN,2024-10-12,VERIFIED
CUS000418,RETAIL,SG,2022-07-01,VERIFIED
CUS000419,RETAIL,IN,2023-12-09,PENDING
CUS000420,RETAIL,IN,2022-06-10,VERIFIED
CUS000421,RETAIL,IN,2022-02-03,VERIFIED
CUS000422,RETAIL,IN,2022-06-15,VERIFIED
CUS000423,RETAIL,IN,2023-05-23,VERIFIED
CUS000424,SME,IN,2022-11-06,VERIFIED
CUS000425,SME,IN,2022-01-01,VERIFIED
CUS000426,RETAIL,SG,2023-09-10,VERIFIED
CUS000427,RETAIL,AE,2023-05-28,VERIFIED
CUS000428,RETAIL,IN,2024-01-29,VERIFIED
CUS000429,RETAIL,SG,2024-03-26,VERIFIED
CUS000430,RETAIL,AE,2024-10-02,VERIFIED
CUS000431,RETAIL,AE,2024-09-24,VERIFIED
CUS000432,RETAIL,IN,2024-06-08,VERIFIED
CUS000433,RETAIL,AE,2022-01-21,VERIFIED
CUS000434,RETAIL,AE,2022-08-06,VERIFIED
CUS000435,SME,SG,2024-08-31,VERIFIED
CUS000436,RETAIL,IN,2022-01-22,VERIFIED
CUS000437,RETAIL,IN,2022-02-16,VERIFIED
CUS000438,RETAIL,IN,2021-07-11,VERIFIED
CUS000439,SME,IN,2021-04-17,VERIFIED
CUS000440,RETAIL,IN,2024-09-06,VERIFIED
CUS000441,RETAIL,IN,2022-12-31,VERIFIED
CUS000442,RETAIL,IN,2021-11-19,VERIFIED
CUS000443,RETAIL,IN,2024-02-01,VERIFIED
CUS000444,RETAIL,AE,2022-09-18,VERIFIED
CUS000445,SME,IN,2024-08-27,VERIFIED
CUS000446,RETAIL,IN,2023-11-07,VERIFIED
CUS000447,RETAIL,SG,2021-04-01,VERIFIED
CUS000448,RETAIL,AE,2022-03-22,VERIFIED
CUS000449,RETAIL,AE,2024-01-02,VERIFIED
CUS000450,RETAIL,AE,2021-03-18,VERIFIED
CUS000451,RETAIL,AE,2024-03-24,VERIFIED
CUS000452,SME,IN,2023-07-20,VERIFIED
CUS000453,RETAIL,IN,2023-04-21,VERIFIED
CUS000454,SME,IN,2022-08-07,VERIFIED
CUS000455,SME,IN,2023-12-31,VERIFIED
CUS000456,RETAIL,AE,2024-01-02,VERIFIED
CUS000457,RETAIL,IN,2022-06-07,VERIFIED
CUS000458,SME,IN,2024-03-20,VERIFIED
CUS000459,SME,IN,2024-06-16,VERIFIED
CUS000460,RETAIL,IN,2024-06-07,VERIFIED
CUS000461,SME,IN,2023-09-30,VERIFIED
CUS000462,RETAIL,IN,2024-11-17,VERIFIED
CUS000463,RETAIL,AE,2024-11-13,VERIFIED
CUS000464,RETAIL,IN,2022-03-25,VERIFIED
CUS000465,RETAIL,AE,2022-12-06,VERIFIED
CUS000466,RETAIL,SG,2024-06-11,VERIFIED
CUS000467,RETAIL,IN,2024-01-10,VERIFIED
CUS000468,RETAIL,IN,2022-05-31,VERIFIED
CUS000469,SME,SG,2021-12-06,REJECTED
CUS000470,RETAIL,IN,2021-09-02,VERIFIED
CUS000471,RETAIL,AE,2024-03-03,VERIFIED
CUS000472,RETAIL,IN,2021-10-04,PENDING
CUS000473,RETAIL,SG,2023-05-15,VERIFIED
CUS000474,RETAIL,SG,2023-11-10,VERIFIED
CUS000475,RETAIL,IN,2022-10-17,VERIFIED
CUS000476,RETAIL,IN,2024-07-11,VERIFIED
CUS000477,SME,AE,2023-03-25,VERIFIED
CUS000478,RETAIL,IN,2023-04-22,VERIFIED
CUS000479,RETAIL,IN,2022-09-20,VERIFIED
CUS000480,SME,IN,2024-04-23,VERIFIED
CUS000481,RETAIL,IN,2024-10-07,VERIFIED
CUS000482,RETAIL,SG,2023-07-29,VERIFIED
CUS000483,RETAIL,SG,2021-03-27,VERIFIED
CUS000484,RETAIL,IN,2022-10-28,VERIFIED
CUS000485,RETAIL,AE,2022-11-27,VERIFIED
CUS000486,SME,IN,2022-07-14,VERIFIED
CUS000487,RETAIL,IN,2023-01-21,VERIFIED
CUS000488,SME,IN,2024-03-02,VERIFIED
CUS000489,RETAIL,AE,2021-03-25,VERIFIED
CUS000490,RETAIL,IN,2024-02-18,VERIFIED
CUS000491,RETAIL,IN,2022-07-20,VERIFIED
CUS000492,RETAIL,IN,2021-09-07,VERIFIED
CUS000493,RETAIL,SG,2022-06-25,VERIFIED
CUS000494,RETAIL,IN,2021-05-20,VERIFIED
CUS000495,RETAIL,IN,2024-04-27,VERIFIED
