transaction_id,rule_id,decision,risk_score,model_version
TXN00000079,FR_BIN,APPROVE,0.2039,v2.1
TXN00000080,FR_GEO,APPROVE,0.4878,v2.1
TXN00000081,FR_MLSCORE,APPROVE,0.1062,v2.1
TXN00000082,FR_MLSCORE,APPROVE,0.4489,v2.1
TXN00000082,FR_VELOCITY,REVIEW,0.6656,v2.1
TXN00000083,FR_MLSCORE,APPROVE,0.1104,v2.1
TXN00000083,FR_DEVICE,APPROVE,0.2201,v2.1
TXN00000084,FR_VELOCITY,APPROVE,0.393,v2.1
TXN00000084,FR_VELOCITY,REVIEW,0.5546,v2.1
TXN00000085,FR_MLSCORE,APPROVE,0.2694,v2.1
TXN00000085,FR_DEVICE,APPROVE,0.0712,v2.1
TXN00000085,FR_BIN,APPROVE,0.0496,v2.1
TXN00000086,FR_GEO,APPROVE,0.4733,v2.1
TXN00000086,FR_BIN,APPROVE,0.4783,v2.1
TXN00000087,FR_MLSCORE,REVIEW,0.6807,v2.1
TXN00000087,FR_VELOCITY,REVIEW,0.7605,v2.1
TXN00000088,FR_AMOUNT,APPROVE,0.5134,v2.1
TXN00000089,FR_DEVICE,REVIEW,0.766,v2.1
TXN00000089,FR_MLSCORE,REVIEW,0.77,v2.1
TXN00000090,FR_BIN,APPROVE,0.5261,v2.1
TXN00000091,FR_DEVICE,APPROVE,0.2887,v2.1
TXN00000091,FR_BIN,APPROVE,0.3135,v2.1
TXN00000092,FR_MLSCORE,REVIEW,0.7661,v2.1
TXN00000092,FR_DEVICE,REVIEW,0.5834,v2.1
TXN00000092,FR_VELOCITY,APPROVE,0.3958,v2.1
TXN00000093,FR_MLSCORE,APPROVE,0.2896,v2.1
TXN00000093,FR_DEVICE,APPROVE,0.2078,v2.1
TXN00000093,FR_BIN,APPROVE,0.0808,v2.1
TXN00000094,FR_MLSCORE,REVIEW,0.6338,v2.1
TXN00000094,FR_AMOUNT,REVIEW,0.684,v2.1
TXN00000095,FR_VELOCITY,APPROVE,0.4542,v2.1
TXN00000096,FR_AMOUNT,APPROVE,0.2458,v2.1
TXN00000097,FR_VELOCITY,APPROVE,0.5496,v2.1
TXN00000098,FR_AMOUNT,REVIEW,0.6153,v2.1
TXN00000098,FR_AMOUNT,APPROVE,0.3996,v2.1
TXN00000098,FR_BIN,REVIEW,0.5911,v2.1
TXN00000099,FR_AMOUNT,DECLINE,0.8409,v2.1
TXN00000099,FR_BIN,REVIEW,0.628,v2.1
TXN00000100,FR_VELOCITY,APPROVE,0.4154,v2.1
TXN00000101,FR_AMOUNT,APPROVE,0.3029,v2.1
TXN00000101,FR_VELOCITY,APPROVE,0.15,v2.1
TXN00000102,FR_GEO,APPROVE,0.4412,v2.1
TXN00000102,FR_BIN,APPROVE,0.3027,v2.1
TXN00000103,FR_DEVICE,APPROVE,0.0674,v2.1
TXN00000103,FR_BIN,APPROVE,0.3268,v2.1
TXN00000104,FR_AMOUNT,APPROVE,0.0685,v2.1
TXN00000105,FR_GEO,APPROVE,0.2731,v2.1
TXN00000105,FR_DEVICE,APPROVE,0.4559,v2.1
TXN00000106,FR_DEVICE,APPROVE,0.2024,v2.1
TXN00000106,FR_DEVICE,APPROVE,0.1532,v2.1
TXN00000107,FR_AMOUNT,APPROVE,0.3864,v2.1
TXN00000108,FR_DEVICE,APPROVE,0.1397,v2.1
TXN00000109,FR_VELOCITY,APPROVE,0.5216,v2.1
TXN00000109,FR_GEO,APPROVE,0.2232,v2.1
TXN00000110,FR_MLSCORE,APPROVE,0.5408,v2.1
TXN00000111,FR_VELOCITY,REVIEW,0.6828,v2.1
TXN00000112,FR_GEO,APPROVE,0.0241,v2.1
TXN00000113,FR_GEO,APPROVE,0.2062,v2.1
TXN00000113,FR_BIN,APPROVE,0.2177,v2.1
TXN00000114,FR_DEVICE,APPROVE,0.0496,v2.1
TXN00000114,FR_VELOCITY,APPROVE,0.0469,v2.1
TXN00000115,FR_BIN,APPROVE,0.001,v2.1
TXN00000116,FR_AMOUNT,APPROVE,0.0827,v2.1
TXN00000117,FR_GEO,REVIEW,0.7428,v2.1
TXN00000118,FR_GEO,APPROVE,0.4606,v2.1
TXN00000119,FR_AMOUNT,APPROVE,0.541,v2.1
TXN00000119,FR_BIN,REVIEW,0.7198,v2.1
TXN00000119,FR_AMOUNT,REVIEW,0.6758,v2.1
TXN00000119,FR_AMOUNT,APPROVE,0.3956,v2.1
TXN00000120,FR_VELOCITY,APPROVE,0.4022,v2.1
TXN00000121,FR_BIN,APPROVE,0.1947,v2.1
TXN00000121,FR_VELOCITY,APPROVE,0.155,v2.1
TXN00000122,FR_AMOUNT,APPROVE,0.4348,v2.1
TXN00000123,FR_BIN,APPROVE,0.1577,v2.1
TXN00000124,FR_MLSCORE,APPROVE,0.3565,v2.1
TXN00000124,FR_VELOCITY,APPROVE,0.3825,v2.1
TXN00000125,FR_DEVICE,REVIEW,0.668,v2.1
TXN00000125,FR_GEO,APPROVE,0.3889,v2.1
TXN00000126,FR_DEVICE,APPROVE,0.2988,v2.1
TXN00000127,FR_BIN,APPROVE,0.2163,v2.1
TXN00000127,FR_DEVICE,APPROVE,0.0696,v2.1
TXN00000128,FR_BIN,APPROVE,0.1981,v2.1
TXN00000128,FR_GEO,APPROVE,0.0724,v2.1
TXN00000128,FR_VELOCITY,APPROVE,0.2257,v2.1
TXN00000129,FR_BIN,APPROVE,0.1704,v2.1
TXN00000130,FR_AMOUNT,APPROVE,0.1752,v2.1
TXN00000130,FR_GEO,APPROVE,0.2899,v2.1
TXN00000131,FR_VELOCITY,APPROVE,0.2,v2.1
TXN00000131,FR_MLSCORE,APPROVE,0.1067,v2.1
TXN00000132,FR_AMOUNT,APPROVE,0.086,v2.1
TXN00000133,FR_DEVICE,APPROVE,0.3088,v2.1
TXN00000133,FR_GEO,APPROVE,0.4223,v2.1
TXN00000134,FR_AMOUNT,APPROVE,0.3057,v2.1
TXN00000135,FR_AMOUNT,APPROVE,0.0657,v2.1
TXN00000135,FR_AMOUNT,APPROVE,0.1375,v2.1
TXN00000136,FR_BIN,APPROVE,0.3624,v2.1
TXN00000136,FR_DEVICE,APPROVE,0.1347,v2.1
TXN00000137,FR_MLSCORE,APPROVE,0.4677,v2.1
TXN00000138,FR_VELOCITY,APPROVE,0.1093,v2.1
TXN00000138,FR_GEO,APPROVE,0.2022,v2.1
TXN00000138,FR_GEO,APPROVE,0.0197,v2.1
TXN00000138,FR_VELOCITY,APPROVE,0.2697,v2.1
TXN00000139,FR_GEO,APPROVE,0.358,v2.1
TXN00000139,FR_VELOCITY,APPROVE,0.0519,v2.1
TXN00000140,FR_GEO,APPROVE,0.0998,v2.1
TXN00000141,FR_MLSCORE,APPROVE,0.3695,v2.1
TXN00000142,FR_GEO,APPROVE,0.089,v2.1
TXN00000142,FR_VELOCITY,APPROVE,0.1212,v2.1
TXN00000142,FR_MLSCORE,APPROVE,0.2771,v2.1
TXN00000143,FR_VELOCITY,APPROVE,0.001,v2.1
TXN00000143,FR_MLSCORE,APPROVE,0.1467,v2.1
TXN00000144,FR_MLSCORE,APPROVE,0.3994,v2.1
TXN00000144,FR_GEO,APPROVE,0.3766,v2.1
TXN00000144,FR_VELOCITY,APPROVE,0.2778,v2.1
TXN00000145,FR_VELOCITY,REVIEW,0.5859,v2.1
TXN00000145,FR_AMOUNT,REVIEW,0.6428,v2.1
TXN00000146,FR_AMOUNT,APPROVE,0.293,v2.1
TXN00000146,FR_VELOCITY,APPROVE,0.287,v2.1
TXN00000147,FR_GEO,APPROVE,0.1062,v2.1
TXN00000148,FR_AMOUNT,APPROVE,0.1291,v2.1
TXN00000148,FR_MLSCORE,APPROVE,0.1577,v2.1
TXN00000148,FR_DEVICE,APPROVE,0.4402,v2.1
TXN00000149,FR_AMOUNT,APPROVE,0.4662,v2.1
TXN00000150,FR_AMOUNT,REVIEW,0.5976,v2.1
TXN00000151,FR_AMOUNT,REVIEW,0.5952,v2.1
TXN00000151,FR_GEO,REVIEW,0.6506,v2.1
TXN00000152,FR_VELOCITY,APPROVE,0.3729,v2.1
TXN00000153,FR_AMOUNT,APPROVE,0.4015,v2.1
TXN00000154,FR_GEO,APPROVE,0.2013,v2.1
TXN00000155,FR_VELOCITY,APPROVE,0.1582,v2.1
TXN00000155,FR_GEO,APPROVE,0.1671,v2.1
TXN00000155,FR_GEO,APPROVE,0.001,v2.1
TXN00000156,FR_AMOUNT,REVIEW,0.6289,v2.1
TXN00000157,FR_BIN,APPROVE,0.0805,v2.1
TXN00000158,FR_MLSCORE,APPROVE,0.4566,v2.1
TXN00000159,FR_MLSCORE,APPROVE,0.001,v2.1
TXN00000160,FR_BIN,APPROVE,0.1121,v2.1
TXN00000160,FR_BIN,APPROVE,0.0214,v2.1
TXN00000161,FR_MLSCORE,APPROVE,0.004,v2.1
TXN00000161,FR_DEVICE,APPROVE,0.3634,v2.1
TXN00000161,FR_DEVICE,APPROVE,0.0467,v2.1
TXN00000162,FR_MLSCORE,APPROVE,0.5056,v2.1
TXN00000162,FR_MLSCORE,REVIEW,0.5749,v2.1
TXN00000163,FR_GEO,APPROVE,0.29,v2.1
TXN00000163,FR_MLSCORE,APPROVE,0.3301,v2.1
TXN00000164,FR_AMOUNT,APPROVE,0.001,v2.1
TXN00000165,FR_BIN,APPROVE,0.001,v2.1
TXN00000165,FR_VELOCITY,APPROVE,0.1756,v2.1
TXN00000165,FR_VELOCITY,APPROVE,0.001,v2.1
TXN00000165,FR_DEVICE,APPROVE,0.3017,v2.1
TXN00000166,FR_VELOCITY,APPROVE,0.001,v2.1
TXN00000166,FR_BIN,APPROVE,0.1301,v2.1
TXN00000167,FR_AMOUNT,REVIEW,0.7096,v2.1
TXN00000167,FR_BIN,APPROVE,0.4297,v2.1
TXN00000168,FR_BIN,APPROVE,0.0496,v2.1
TXN00000168,FR_MLSCORE,APPROVE,0.0021,v2.1
TXN00000169,FR_GEO,APPROVE,0.4879,v2.1
TXN00000169,FR_AMOUNT,APPROVE,0.3805,v2.1
TXN00000170,FR_DEVICE,APPROVE,0.2776,v2.1
TXN00000171,FR_VELOCITY,APPROVE,0.3622,v2.1
TXN00000171,FR_BIN,APPROVE,0.4133,v2.1
TXN00000172,FR_VELOCITY,APPROVE,0.325,v2.1
TXN00000172,FR_VELOCITY,APPROVE,0.0953,v2.1
TXN00000172,FR_AMOUNT,APPROVE,0.1593,v2.1
TXN00000173,FR_VELOCITY,REVIEW,0.5515,v2.1
TXN00000173,FR_AMOUNT,APPROVE,0.3939,v2.1
TXN00000174,FR_DEVICE,APPROVE,0.2717,v2.1
TXN00000175,FR_BIN,APPROVE,0.014,v2.1
TXN00000175,FR_VELOCITY,APPROVE,0.1127,v2.1
TXN00000175,FR_MLSCORE,APPROVE,0.2688,v2.1
TXN00000176,FR_VELOCITY,APPROVE,0.4992,v2.1
TXN00000176,FR_GEO,APPROVE,0.4255,v2.1
TXN00000177,FR_DEVICE,APPROVE,0.061,v2.1
TXN00000177,FR_VELOCITY,APPROVE,0.5139,v2.1
TXN00000178,FR_BIN,DECLINE,0.9695,v2.1
TXN00000179,FR_GEO,DECLINE,0.999,v2.1
TXN00000180,FR_VELOCITY,REVIEW,0.609,v2.1
TXN00000181,FR_AMOUNT,APPROVE,0.001,v2.1
TXN00000181,FR_DEVICE,APPROVE,0.0161,v2.1
TXN00000182,FR_MLSCORE,APPROVE,0.001,v2.1
TXN00000183,FR_MLSCORE,APPROVE,0.3182,v2.1
TXN00000183,FR_DEVICE,APPROVE,0.2219,v2.1
TXN00000184,FR_GEO,APPROVE,0.3939,v2.1
TXN00000185,FR_BIN,APPROVE,0.2282,v2.1
TXN00000185,FR_AMOUNT,APPROVE,0.2088,v2.1
TXN00000186,FR_BIN,APPROVE,0.2848,v2.1
TXN00000186,FR_DEVICE,APPROVE,0.4523,v2.1
TXN00000186,FR_AMOUNT,APPROVE,0.3201,v2.1
TXN00000187,FR_MLSCORE,APPROVE,0.1844,v2.1
TXN00000187,FR_GEO,APPROVE,0.1201,v2.1
TXN00000187,FR_DEVICE,APPROVE,0.0888,v2.1
TXN00000188,FR_GEO,APPROVE,0.2653,v2.1
TXN00000188,FR_BIN,APPROVE,0.001,v2.1
TXN00000188,FR_MLSCORE,APPROVE,0.1475,v2.1
TXN00000189,FR_AMOUNT,REVIEW,0.7486,v2.1
TXN00000189,FR_AMOUNT,REVIEW,0.6362,v2.1
TXN00000189,FR_GEO,REVIEW,0.7302,v2.1
TXN00000190,FR_GEO,APPROVE,0.0599,v2.1
TXN00000190,FR_GEO,APPROVE,0.1656,v2.1
TXN00000191,FR_AMOUNT,APPROVE,0.4995,v2.1
TXN00000191,FR_AMOUNT,APPROVE,0.4335,v2.1
TXN00000192,FR_BIN,APPROVE,0.3337,v2.1
TXN00000192,FR_AMOUNT,APPROVE,0.111,v2.1
TXN00000193,FR_DEVICE,APPROVE,0.361,v2.1
TXN00000194,FR_DEVICE,APPROVE,0.001,v2.1
TXN00000194,FR_DEVICE,APPROVE,0.1545,v2.1
TXN00000194,FR_GEO,APPROVE,0.2604,v2.1
TXN00000195,FR_AMOUNT,APPROVE,0.0789,v2.1
TXN00000196,FR_AMOUNT,APPROVE,0.5017,v2.1
TXN00000196,FR_GEO,APPROVE,0.342,v2.1
TXN00000197,FR_DEVICE,APPROVE,0.234,v2.1
TXN00000198,FR_GEO,APPROVE,0.024,v2.1
TXN00000199,FR_DEVICE,APPROVE,0.2056,v2.1
TXN00000199,FR_VELOCITY,APPROVE,0.3957,v2.1
TXN00000200,FR_GEO,APPROVE,0.0962,v2.1
TXN00000200,FR_DEVICE,APPROVE,0.228,v2.1
TXN00000201,FR_BIN,REVIEW,0.6775,v2.1
TXN00000202,FR_DEVICE,REVIEW,0.6667,v2.1
TXN00000202,FR_VELOCITY,REVIEW,0.6547,v2.1
TXN00000203,FR_DEVICE,APPROVE,0.207,v2.1
TXN00000204,FR_BIN,REVIEW,0.5832,v2.1
TXN00000204,FR_GEO,REVIEW,0.696,v2.1
TXN00000205,FR_DEVICE,APPROVE,0.2192,v2.1
TXN00000205,FR_AMOUNT,APPROVE,0.272,v2.1
TXN00000205,FR_BIN,APPROVE,0.3645,v2.1
TXN00000205,FR_MLSCORE,APPROVE,0.3377,v2.1
TXN00000206,FR_MLSCORE,APPROVE,0.2156,v2.1
TXN00000206,FR_VELOCITY,APPROVE,0.4432,v2.1
TXN00000207,FR_MLSCORE,APPROVE,0.3981,v2.1
TXN00000207,FR_AMOUNT,APPROVE,0.534,v2.1
TXN00000207,FR_DEVICE,APPROVE,0.3923,v2.1
TXN00000208,FR_BIN,APPROVE,0.2429,v2.1
TXN00000208,FR_VELOCITY,APPROVE,0.0498,v2.1
TXN00000208,FR_VELOCITY,APPROVE,0.2456,v2.1
TXN00000208,FR_VELOCITY,APPROVE,0.2531,v2.1
TXN00000209,FR_MLSCORE,APPROVE,0.191,v2.1
TXN00000209,FR_DEVICE,APPROVE,0.1042,v2.1
TXN00000210,FR_BIN,REVIEW,0.5591,v2.1
TXN00000211,FR_DEVICE,REVIEW,0.7795,v2.1
TXN00000212,FR_DEVICE,APPROVE,0.4829,v2.1
TXN00000213,FR_GEO,APPROVE,0.373,v2.1
TXN00000213,FR_GEO,APPROVE,0.4263,v2.1
TXN00000213,FR_AMOUNT,APPROVE,0.3034,v2.1
TXN00000214,FR_DEVICE,REVIEW,0.6065,v2.1
TXN00000214,FR_BIN,REVIEW,0.6637,v2.1
TXN00000215,FR_AMOUNT,REVIEW,0.6868,v2.1
TXN00000215,FR_GEO,REVIEW,0.5903,v2.1
TXN00000216,FR_GEO,APPROVE,0.0775,v2.1
TXN00000216,FR_GEO,APPROVE,0.1919,v2.1
TXN00000217,FR_GEO,APPROVE,0.3999,v2.1
TXN00000217,FR_MLSCORE,APPROVE,0.2915,v2.1
TXN00000218,FR_GEO,APPROVE,0.2995,v2.1
TXN00000219,FR_VELOCITY,APPROVE,0.3384,v2.1
TXN00000219,FR_VELOCITY,APPROVE,0.3212,v2.1
TXN00000219,FR_DEVICE,APPROVE,0.4425,v2.1
TXN00000220,FR_MLSCORE,APPROVE,0.001,v2.1
TXN00000220,FR_VELOCITY,APPROVE,0.1814,v2.1
TXN00000220,FR_DEVICE,APPROVE,0.001,v2.1
TXN00000221,FR_BIN,APPROVE,0.3403,v2.1
TXN00000222,FR_VELOCITY,APPROVE,0.3143,v2.1
TXN00000222,FR_AMOUNT,APPROVE,0.2991,v2.1
TXN00000223,FR_VELOCITY,APPROVE,0.1974,v2.1
TXN00000223,FR_GEO,APPROVE,0.0712,v2.1
TXN00000224,FR_VELOCITY,APPROVE,0.3463,v2.1
TXN00000224,FR_BIN,APPROVE,0.1066,v2.1
TXN00000225,FR_AMOUNT,APPROVE,0.1882,v2.1
TXN00000225,FR_GEO,APPROVE,0.001,v2.1
TXN00000225,FR_DEVICE,APPROVE,0.4113,v2.1
TXN00000225,FR_BIN,APPROVE,0.001,v2.1
TXN00000226,FR_BIN,APPROVE,0.1537,v2.1
TXN00000227,FR_VELOCITY,APPROVE,0.3611,v2.1
TXN00000228,FR_MLSCORE,APPROVE,0.3298,v2.1
TXN00000229,FR_DEVICE,APPROVE,0.2745,v2.1
TXN00000230,FR_VELOCITY,APPROVE,0.0738,v2.1
TXN00000230,FR_DEVICE,APPROVE,0.033,v2.1
TXN00000231,FR_GEO,APPROVE,0.5309,v2.1
TXN00000231,FR_BIN,APPROVE,0.2999,v2.1
TXN00000231,FR_BIN,APPROVE,0.4263,v2.1
TXN00000232,FR_BIN,APPROVE,0.211,v2.1
TXN00000233,FR_AMOUNT,APPROVE,0.1301,v2.1
TXN00000234,FR_GEO,REVIEW,0.6775,v2.1
TXN00000235,FR_BIN,APPROVE,0.4157,v2.1
TXN00000235,FR_MLSCORE,APPROVE,0.278,v2.1
TXN00000235,FR_MLSCORE,APPROVE,0.3916,v2.1
TXN00000236,FR_AMOUNT,APPROVE,0.3147,v2.1
TXN00000237,FR_GEO,REVIEW,0.7494,v2.1
TXN00000238,FR_BIN,APPROVE,0.5281,v2.1
TXN00000239,FR_BIN,APPROVE,0.1589,v2.1
TXN00000240,FR_BIN,REVIEW,0.6152,v2.1
TXN00000240,FR_GEO,REVIEW,0.6129,v2.1
TXN00000241,FR_DEVICE,APPROVE,0.2161,v2.1
TXN00000241,FR_GEO,APPROVE,0.0945,v2.1
TXN00000242,FR_AMOUNT,REVIEW,0.6975,v2.1
TXN00000242,FR_VELOCITY,REVIEW,0.6508,v2.1
TXN00000243,FR_DEVICE,APPROVE,0.0819,v2.1
TXN00000244,FR_DEVICE,REVIEW,0.6971,v2.1
TXN00000245,FR_DEVICE,REVIEW,0.75,v2.1
TXN00000246,FR_MLSCORE,APPROVE,0.1004,v2.1
TXN00000247,FR_DEVICE,APPROVE,0.1705,v2.1
TXN00000248,FR_DEVICE,REVIEW,0.6954,v2.1
TXN00000248,FR_DEVICE,APPROVE,0.2736,v2.1
TXN00000248,FR_DEVICE,APPROVE,0.4609,v2.1
TXN00000249,FR_BIN,APPROVE,0.3121,v2.1
TXN00000250,FR_VELOCITY,APPROVE,0.4724,v2.1
TXN00000250,FR_BIN,APPROVE,0.22,v2.1
TXN00000251,FR_VELOCITY,APPROVE,0.1558,v2.1
TXN00000251,FR_BIN,APPROVE,0.0286,v2.1
TXN00000252,FR_VELOCITY,APPROVE,0.4274,v2.1
TXN00000252,FR_MLSCORE,APPROVE,0.327,v2.1
TXN00000252,FR_VELOCITY,APPROVE,0.4018,v2.1
